title,date,project_id
Preparation Grant Approved,01 Jun 1999,1016
Concept Approved,01 May 2001,1016
Project Approved for Implementation,29 Apr 2002,1016
Project closed,01 Dec 2009,1016
Received by GEF,27 Feb 2001,999
Project Approved for Implementation,08 Mar 2001,999
Project closed,31 Aug 2004,999
Received by GEF,02 Aug 2002,1163
Preparation Grant Approved,21 Jan 2000,1163
Concept Approved,01 Oct 2002,1163
Project Approved for Implementation,27 Apr 2004,1163
Project closed,01 Apr 2009,1163
Received by GEF,25 Jan 2001,992
Project Approved for Implementation,22 Feb 2001,992
Project closed,31 Dec 2003,992
Received by GEF,09 Feb 2001,998
Project Approved for Implementation,08 Mar 2001,998
Project closed,16 Sep 2003,998
Received by GEF,05 Feb 2001,990
Project Approved for Implementation,22 Feb 2001,990
Project closed,31 Dec 2003,990
Project Cancelled,21 Jul 2005,929
Received by GEF,24 Jan 2001,988
Project Approved for Implementation,22 Feb 2001,988
Project closed,31 Dec 2003,988
Received by GEF,09 Feb 2001,997
Received by GEF,13 Oct 2000,981
Received by GEF,05 Feb 2001,986
Project Approved for Implementation,08 Mar 2001,997
Project closed,12 Jan 1999,997
Project Approved for Implementation,04 Jan 2001,981
Project closed,30 Apr 2006,981
Project Approved for Implementation,22 Feb 2001,986
Project closed,31 Dec 2003,986
Received by GEF,06 Feb 2001,991
Project Approved for Implementation,22 Feb 2001,991
Project closed,31 Dec 2003,991
Received by GEF,05 Jan 2001,989
Project Approved for Implementation,22 Feb 2001,989
Project closed,31 Dec 2003,989
Received by GEF,,907
Project Approved for Implementation,30 Nov 2000,907
Project closed,01 May 2004,907
Received by GEF,20 Feb 2002,884
Preparation Grant Approved,26 Jun 1997,884
Project Approved for Implementation,04 Apr 2002,884
Project closed,01 May 2007,884
Received by GEF,06 Mar 2001,920
Concept Approved,01 May 2001,920
Project Approved for Implementation,21 Aug 2001,920
Project closed,01 May 2003,920
Received by GEF,,875
Project Approved for Implementation,30 Mar 2001,875
Project closed,01 Dec 2007,875
Received by GEF,,886
Project Approved for Implementation,30 Apr 2001,886
Project closed,01 Mar 2010,886
Received by GEF,21 Nov 2001,885
Preparation Grant Approved,19 Dec 1996,885
Project Approved for Implementation,12 Dec 2001,885
Project closed,31 Mar 2007,885
Received by GEF,,874
Received by GEF,,860
Received by GEF,,905
Preparation Grant Approved,06 Jun 2000,874
Project Approved for Implementation,15 May 2001,874
Project closed,01 Dec 2006,874
Project Approved for Implementation,07 Sep 2000,860
Project closed,31 Dec 2003,860
Preparation Grant Approved,19 Mar 1998,905
Project Approved for Implementation,30 Nov 2000,905
Project closed,01 Jun 2004,905
Received by GEF,,869
Project Approved for Implementation,27 Oct 2000,869
Project closed,31 Dec 2003,869
Received by GEF,,851
Project Approved for Implementation,01 Aug 2000,851
Project closed,01 Sep 2005,851
Received by GEF,02 Nov 2001,770
Preparation Grant Approved,08 Dec 1998,770
Project Approved for Implementation,10 Dec 2001,770
Project closed,01 Dec 2006,770
Received by GEF,,679
Project Approved for Implementation,03 Feb 1998,679
Project closed,31 Dec 2005,679
Received by GEF,,807
Preparation Grant Approved,02 Feb 1999,807
Project Approved for Implementation,22 Feb 2000,807
Project closed,01 Nov 2005,807
Received by GEF,,791
Preparation Grant Approved,01 May 2000,791
Project Approved for Implementation,18 Dec 2000,791
Project closed,01 Dec 2005,791
Received by GEF,,794
Preparation Grant Approved,09 Feb 1999,794
Project Approved for Implementation,29 Mar 2000,794
Project closed,30 Sep 2003,794
Received by GEF,,583
Preparation Grant Approved,22 Apr 1997,583
Concept Approved,01 Jul 1998,583
Project Approved for Implementation,27 Aug 1999,583
Project closed,01 Dec 2006,583
Received by GEF,,680
Project Approved for Implementation,05 Oct 1998,680
Project closed,31 Dec 2002,680
Received by GEF,,598
Project Approved for Implementation,01 Oct 1998,598
Project closed,31 Dec 2002,598
Received by GEF,,849
Project Approved for Implementation,26 Jul 2000,849
Project closed,31 Dec 2002,849
Received by GEF,20 Mar 1998,518
Project Approved for Implementation,10 Jul 1998,518
Project closed,01 Oct 2003,518
Received by GEF,28 Apr 1998,600
Preparation Grant Approved,27 Feb 1996,600
Project Approved for Implementation,06 Nov 1998,600
Project closed,01 Sep 2002,600
Received by GEF,,556
Project Approved for Implementation,29 Sep 1998,556
Project closed,31 Dec 2005,556
Received by GEF,,599
Project Approved for Implementation,27 Oct 1998,599
Project closed,31 Dec 2004,599
Received by GEF,26 Jan 1999,611
Project Approved for Implementation,16 Mar 1999,611
Project closed,01 Dec 2002,611
Received by GEF,,584
Preparation Grant Approved,19 Dec 1996,584
Concept Approved,01 Nov 1997,584
Project Approved for Implementation,01 Feb 1999,584
Project closed,30 Jun 2006,584
Received by GEF,25 Aug 1999,796
Project Approved for Implementation,17 Feb 2000,796
Project closed,28 Feb 2004,796
Received by GEF,,819
Project Approved for Implementation,06 Apr 2000,819
Project closed,01 Dec 2003,819
Received by GEF,,586
Preparation Grant Approved,01 Jul 1998,586
Concept Approved,01 Jul 1998,586
Project Approved for Implementation,23 Aug 1999,586
Project closed,01 Jun 2006,586
Received by GEF,,484
Project Approved for Implementation,01 Jun 1998,484
Project closed,31 Dec 2005,484
Received by GEF,,486
Project Approved for Implementation,10 Jun 1998,486
Project closed,31 Dec 2005,486
Received by GEF,,515
Project Approved for Implementation,14 Jul 1998,515
Project closed,31 Dec 2005,515
Received by GEF,05 Oct 1998,514
Project Approved for Implementation,01 Nov 1998,514
Project closed,31 Dec 2005,514
Received by GEF,28 May 1998,487
Project Approved for Implementation,01 Jun 1998,487
Project closed,31 Dec 2004,487
Received by GEF,,491
Project Approved for Implementation,23 Nov 1998,491
Project closed,31 Dec 2004,491
Received by GEF,,504
Preparation Grant Approved,26 Jun 1997,504
Concept Approved,01 Nov 1998,504
Project Approved for Implementation,22 Feb 2001,504
Project closed,01 Jun 2007,504
Received by GEF,02 Dec 1998,489
Project Approved for Implementation,02 Dec 1998,489
Project closed,31 Dec 2004,489
Received by GEF,,492
Project Approved for Implementation,06 Nov 1998,492
Project closed,31 Dec 2004,492
Received by GEF,16 Dec 1997,465
Project Approved for Implementation,03 Mar 1998,465
Project closed,01 Dec 2002,465
Received by GEF,,461
Preparation Grant Approved,30 Aug 1996,461
Concept Approved,30 Mar 1998,461
Project Approved for Implementation,14 Apr 2000,461
Project closed,01 Jun 2005,461
Received by GEF,,482
Project Approved for Implementation,23 Apr 1998,482
Project closed,31 Dec 2005,482
Received by GEF,,619
Project Approved for Implementation,16 Mar 1999,619
Project closed,28 Jun 2004,619
Received by GEF,27 Feb 1998,453
Project Approved for Implementation,04 Mar 1998,453
Project closed,31 Dec 2004,453
Received by GEF,,451
Project Approved for Implementation,26 Mar 1998,451
Project closed,19 Aug 2002,451
Received by GEF,,438
Project Approved for Implementation,26 Jan 1998,438
Project closed,18 Feb 2003,438
Received by GEF,,479
Project Approved for Implementation,19 May 1998,479
Project closed,31 Dec 2005,479
Received by GEF,,481
Project Approved for Implementation,16 Apr 1998,481
Project closed,31 Dec 2005,481
Received by GEF,,480
Project Approved for Implementation,16 Apr 1998,480
Project closed,31 Dec 2005,480
Received by GEF,,416
Project Approved for Implementation,01 Nov 1997,416
Project closed,31 Dec 2005,416
Received by GEF,,417
Project Approved for Implementation,01 Nov 1997,417
Project closed,29 Nov 2005,417
Received by GEF,,478
Project Approved for Implementation,16 Apr 1998,478
Project closed,31 Dec 2005,478
Received by GEF,,418
Project Approved for Implementation,01 Oct 1997,418
Project closed,31 Dec 2005,418
Received by GEF,,433
Project Approved for Implementation,09 Jan 1998,433
Project closed,31 Dec 2005,433
Received by GEF,,426
Project Approved for Implementation,16 Jan 1998,426
Project closed,31 Dec 2005,426
Received by GEF,,415
Project Approved for Implementation,01 Nov 1997,415
Project closed,31 Dec 2005,415
Received by GEF,,431
Project Approved for Implementation,09 Jan 1998,431
Project closed,31 Dec 2005,431
Received by GEF,,427
Project Approved for Implementation,12 Feb 1998,427
Project closed,31 Dec 2005,427
Received by GEF,04 Nov 1998,493
Project Approved for Implementation,06 Nov 1998,493
Project closed,31 Dec 2001,493
Received by GEF,,402
Concept Approved,01 Nov 1997,402
Project Approved for Implementation,20 Feb 1998,402
Project closed,30 Apr 2000,402
Received by GEF,,430
Project Approved for Implementation,11 Feb 1998,430
Project closed,31 Dec 2005,430
Received by GEF,16 Dec 1997,413
Project Approved for Implementation,26 Feb 1998,413
Project closed,01 Feb 2000,413
Received by GEF,16 Sep 1997,183
Project Approved for Implementation,29 Sep 1997,183
Project closed,17 Feb 2003,183
Received by GEF,,185
Project Approved for Implementation,26 Aug 1997,185
Project closed,30 Aug 2002,185
Received by GEF,,428
Project Approved for Implementation,09 Jan 1998,428
Project closed,31 Dec 2005,428
Received by GEF,09 Jun 1997,289
Project Approved for Implementation,17 Jun 1997,289
Project closed,16 Sep 2003,289
Received by GEF,30 Jun 1997,182
Project Approved for Implementation,16 Jul 1997,182
Project closed,07 Feb 2003,182
Received by GEF,,401
Concept Approved,01 Jul 1994,401
Project Approved for Implementation,,401
Project closed,30 Apr 1997,401
Received by GEF,,184
Project Approved for Implementation,01 Oct 1997,184
Project closed,31 Dec 2004,184
Received by GEF,27 May 1997,178
Preparation Grant Approved,28 Feb 1997,178
Project Approved for Implementation,01 Aug 1997,178
Project closed,30 Jun 2000,178
Received by GEF,27 Mar 1997,171
Project Approved for Implementation,24 Apr 1997,171
Project closed,19 Aug 2002,171
Received by GEF,,179
Project Approved for Implementation,17 Jul 1997,179
Project closed,26 May 2003,179
Received by GEF,,414
Project Approved for Implementation,01 Oct 1997,414
Project closed,29 Nov 2005,414
Received by GEF,,175
Project Approved for Implementation,23 May 1997,175
Project closed,31 Dec 2005,175
Received by GEF,,180
Project Approved for Implementation,16 Jul 1997,180
Project closed,31 Dec 2004,180
Received by GEF,,181
Project Approved for Implementation,22 Jul 1997,181
Project closed,30 Aug 2002,181
Received by GEF,,176
Preparation Grant Approved,08 Nov 1995,176
Concept Approved,01 Nov 1996,176
Project Approved for Implementation,27 Mar 1997,176
Project closed,01 Nov 1998,176
Received by GEF,,174
Project Approved for Implementation,22 May 1997,174
Project closed,30 Sep 1999,174
Received by GEF,,172
Concept Approved,01 Mar 1992,172
Project Approved for Implementation,,172
Project closed,01 Feb 1995,172
Received by GEF,21 Jul 1997,177
Project Approved for Implementation,03 Oct 1997,177
Project closed,31 Dec 1999,177
Received by GEF,,173
Concept Approved,01 May 1993,173
Project Approved for Implementation,,173
Project closed,01 Sep 1995,173
Received by GEF,,168
Concept Approved,01 Feb 1995,168
Project Approved for Implementation,18 Jan 1996,168
Project closed,30 Jul 2000,168
Received by GEF,,161
Project Approved for Implementation,08 Aug 1996,161
Project closed,31 Dec 2005,161
Received by GEF,07 Feb 1997,170
Received by GEF,,162
Project Approved for Implementation,07 Feb 1997,170
Project closed,12 Jan 1999,170
Project Approved for Implementation,25 Oct 1996,162
Project closed,31 Dec 2005,162
Received by GEF,,169
Concept Approved,01 Sep 1996,169
Project Approved for Implementation,04 Sep 1996,169
Project closed,30 May 1999,169
Received by GEF,,166
Project Approved for Implementation,27 Mar 1997,166
Project closed,29 Nov 2005,166
Received by GEF,,163
Project Approved for Implementation,20 Feb 1997,163
Project closed,31 Dec 2005,163
Received by GEF,,164
Project Approved for Implementation,27 Mar 1997,164
Project closed,28 Nov 2005,164
Received by GEF,,167
Concept Approved,01 Feb 1995,167
Project Approved for Implementation,,167
Project closed,30 Jun 2000,167
Received by GEF,,165
Project Approved for Implementation,06 Mar 1997,165
Project closed,31 Dec 2005,165
Received by GEF,,154
Project Approved for Implementation,16 Sep 1996,154
Project closed,31 Dec 2005,154
Received by GEF,,160
Project Approved for Implementation,08 Aug 1996,160
Project closed,31 Dec 2005,160
Received by GEF,,158
Project Approved for Implementation,17 Sep 1996,158
Project closed,29 Nov 2005,158
Received by GEF,,155
Received by GEF,,152
Project Approved for Implementation,17 Oct 1996,155
Project closed,31 Dec 2005,155
Project Approved for Implementation,01 Sep 1996,152
Project closed,31 Dec 2005,152
Received by GEF,,151
Received by GEF,,157
Project Approved for Implementation,21 May 1997,151
Project closed,29 Nov 2005,151
Project Approved for Implementation,16 Sep 1996,157
Project closed,31 Dec 2005,157
Received by GEF,,156
Received by GEF,,153
Project Approved for Implementation,17 Sep 1996,156
Project closed,31 Dec 2005,156
Project Approved for Implementation,16 Sep 1996,153
Project closed,31 Dec 2004,153
Received by GEF,,159
Project Approved for Implementation,08 Aug 1996,159
Project closed,31 Dec 2005,159
Received by GEF,,143
Concept Approved,01 Dec 1991,143
Project Approved for Implementation,,143
Project closed,01 Mar 1995,143
Received by GEF,,147
Project Approved for Implementation,16 Dec 1996,147
Project closed,29 Nov 2005,147
Received by GEF,,148
Project Approved for Implementation,08 May 1997,148
Project closed,26 May 2003,148
Received by GEF,,146
Project Approved for Implementation,15 Jan 1997,146
Project closed,29 Nov 2005,146
Received by GEF,,150
Project Approved for Implementation,24 Apr 1997,150
Project closed,19 Aug 2002,150
Received by GEF,,145
Concept Approved,01 Jun 1994,145
Project Approved for Implementation,,145
Project closed,30 Mar 1999,145
Received by GEF,,142
Concept Approved,01 May 1997,142
Project Approved for Implementation,20 Feb 1998,142
Project closed,28 Feb 2002,142
Received by GEF,,144
Concept Approved,01 Jun 1994,144
Project Approved for Implementation,,144
Project closed,01 Dec 1995,144
Received by GEF,,149
Project Approved for Implementation,24 Apr 1997,149
Project closed,31 Dec 2005,149
Received by GEF,14 Oct 1999,33
Preparation Grant Approved,22 Jan 1999,33
Project Approved for Implementation,22 Dec 1999,33
Project closed,01 Apr 2003,33
Received by GEF,27 Aug 1998,23
Project Approved for Implementation,11 Aug 1999,23
Project closed,31 Dec 2002,23
Received by GEF,,14
Preparation Grant Approved,01 Dec 1999,14
Concept Approved,01 Dec 1999,14
Project Approved for Implementation,21 Jul 2000,14
Project closed,31 Dec 2003,14
